TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.facebook.presto.plugin.jdbc.BaseJdbcClient,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,569,0.3,2,28,207,707102,1637468916263,0.14627659574468085,1111111111100000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000001111111111110000000000000000000001000000000000000000000000000000000010000000111000000000000001000000000000000000100000000000000010000010000000000101000000000111111111000000000000000100000000000000000000000000000000000000000000000011100000000000000000000100001000101101,0.08394160583941605,0001000110000011100011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001010111111110101,1.0,111111111111111111,6,2,12,2,0.17679558011049723,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000001111111111111110000000000000000000000000000000000110000000000000000000000010000100000000000100000001110011111111111111111111111111111111111111111111111010101110101011111111111111,0.04,000000000000000000000000000000000000000000010010000000000011000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000,0.4634146341463415,10000000010011010101110110001111100100011,0.17073170731707318,10000000010010010001000000000001100000000,0.08394160583941605,0001010000001110000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000101111111110101
